URL,Title
https://www.moneycontrol.com/news/business/is-the-steel-sector-on-the-cusp-of-a-cyclical-upturn-12970004.html,Is the steel sector on the cusp of a cyclical upturn?
https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-tata-steel-can-fin-homes-amber-enterprises-gabriel-india-torrent-power-cipla-and-others-on-march-19-12968690.html,"Trade Spotlight: How should you trade Tata Steel, Can Fin Homes, Amber Enterprises, Gabriel India, Torrent Power, Cipla, and others on March 19?"
https://www.moneycontrol.com/news/business/markets/tata-steel-shares-rise-2-after-jpmorgan-lifts-price-target-forecasts-20-upside-12963689.html,"Tata Steel shares rise 2% after JPMorgan lifts price target, forecasts 20% upside"
https://www.moneycontrol.com/news/business/markets/stocks-to-watch-today-infosys-beml-jubilant-pharmova-bharat-electronics-nacl-industries-yatra-online-swelect-energy-systems-in-focus-on-13-march-12963514.html,"Stocks to Watch Today: Infosys, BEML, Jubilant Pharmova, Bharat Electronics, NACL Industries, Yatra Online, Swelect Energy Systems in focus on 13 March"
https://www.moneycontrol.com/news/business/trump-s-tariff-war-big-steel-companies-bat-for-protectionism-while-smaller-players-want-no-import-tariffs-12962878.html,Trump's Tariff War: Big steel companies bat for protectionism while smaller players want no import tariffs
https://www.moneycontrol.com/news/business/markets/metal-shares-surge-to-extend-gains-for-a-fifth-session-on-jefferies-bullish-call-12960400.html,Metal shares surge to extend gains for a fifth session on Jefferies' bullish call
https://www.moneycontrol.com/news/business/markets/hindalco-tata-steel-other-metal-stocks-rise-up-to-7-on-dollar-decline-china-stimulus-hopes-12957996.html,"Hindalco, Tata Steel, other metal stocks rise up to 7% on dollar decline, China stimulus hopes"
https://www.moneycontrol.com/news/business/markets/tata-steel-sail-other-steel-stocks-surge-up-to-4-after-china-announces-plans-to-cut-steel-output-12956710.html,"Tata Steel, SAIL, other steel stocks surge up to 4% after China announces plans to cut steel output"
https://www.moneycontrol.com/news/business/companies/us-tariffs-tata-steel-pitches-for-safeguard-duties-on-imports-12950381.html,US tariffs: Tata Steel pitches for safeguard duties on imports
https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-ntpc-hindalco-camlin-fine-sciences-nmdc-shriram-finance-tata-steel-and-others-on-february-24-12948350.html,"Trade Spotlight: How should you trade NTPC, Hindalco, Camlin Fine Sciences, NMDC, Shriram Finance, Tata Steel, and others on February 24?"
https://www.moneycontrol.com/news/business/markets/two-metals-stocks-under-rs-200-to-add-to-your-watchlist-12947917.html,Two metals stocks under Rs 200 to add to your watchlist
https://www.moneycontrol.com/news/business/markets/tata-steel-sail-nmdc-shares-gain-on-buzz-of-safeguard-duty-on-steel-imports-nifty-metal-shines-for-5th-day-12947347.html,"Tata Steel, SAIL, NMDC shares gain on buzz of safeguard duty on steel imports, Nifty Metal shines for 5th day"
https://www.moneycontrol.com/news/business/companies/industry-waiting-for-govt-s-action-to-check-steel-imports-tata-steel-ceo-t-v-narendran-12947269.html,"Centre addressing concerns over dumping of steel into India, 'news expected soon', says Tata Steel's CEO"
https://www.moneycontrol.com/news/business/stocks/stocks-to-watch-today-quality-power-cipla-delta-corp-kotak-bank-jm-financial-berger-paints-amara-raja-energy-in-focus-on-21-february-12946925.html,"Stocks to Watch Today: Cipla, Delta Corp, Kotak Bank, JM Financial, Berger Paints, Amara Raja Energy in focus on 21 February"
https://www.moneycontrol.com/news/videos/business/markets/stocks-on-radar-tata-steel-mahindra-lifespace-aurobindo-rail-vikas-nigam-in-focus-on-19-february-12944502.html,"Stocks On Radar: Tata Steel, Mahindra Lifespace, Aurobindo, Rail Vikas Nigam In Focus on 19 February"
https://www.moneycontrol.com/news/business/stocks/tata-steel-shares-in-focus-as-uk-arm-s-electric-arc-furnace-gets-approval-from-local-council-12944619.html,Tata Steel shares in focus as UK arm's electric arc furnace gets approval from local council
https://www.moneycontrol.com/news/business/markets/stocks-to-watch-today-tata-steel-mahindra-lifespace-aurobindo-rail-vikas-nigam-piramal-pharma-hexaware-in-focus-on-19-february-12944607.html,"Stocks to Watch Today: Tata Steel, Mahindra Lifespace, Aurobindo, Rail Vikas Nigam, Piramal Pharma, Hexaware in focus on 19 February"
https://www.moneycontrol.com/news/business/companies/tata-steel-uk-new-electric-arc-furnace-in-port-talbot-gets-approval-from-local-council-12944557.html,Tata Steel UK new electric arc furnace in Port Talbot gets approval from  local council
https://www.moneycontrol.com/news/business/markets/sail-tata-steel-other-metal-stocks-rise-up-to-5-on-likely-safeguard-duty-on-steel-imports-12939689.html,"SAIL, Tata Steel, other metal stocks rise up to 5% on likely safeguard duty on steel imports"
https://www.moneycontrol.com/news/business/companies/tata-steel-likely-to-tap-bond-market-after-near-1-year-hiatus-stock-up-3-12939293.html,Tata Steel likely to tap bond market after near 1-year hiatus; stock up 3%
https://www.moneycontrol.com/news/business/moneycontrol-research/metal-prices-to-melt-further-on-trump-s-fresh-tariff-levy-12936452.html,Metal prices to melt further on Trump&rsquo;s fresh tariff levy
https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-tata-steel-kotak-mahindra-bank-hero-motocorp-upl-chambal-fertilisers-and-other-on-february-11-12936337.html,"Trade Spotlight: How should you trade Tata Steel, Kotak Mahindra Bank, Hero MotoCorp, UPL, Chambal Fertilisers, and other on February 11?"
https://www.moneycontrol.com/news/business/markets/metal-stocks-struggle-amid-worries-over-trump-tariffs-jsw-steel-tata-steel-hindalco-fall-2-3-12935302.html,"Metal stocks struggle amid worries over Trump tariffs; JSW Steel, Tata Steel, Hindalco fall 3-4%"
https://www.moneycontrol.com/news/business/built-over-550-ai-models-in-5-6-yrs-to-enhance-output-quality-tata-steel-12930676.html,"Built over 550 AI models in 5-6 yrs to enhance output, quality: Tata Steel"
https://www.moneycontrol.com/news/business/stocks/accumulate-tata-steel-target-of-rs-145-prabhudas-lilladher-12922662.html,Accumulate Tata Steel; target of Rs 145: Prabhudas Lilladher
https://www.moneycontrol.com/news/business/neutral-tata-steel-target-of-rs-140-motilal-oswal-12923412.html,Neutral Tata Steel; target of Rs 140: Motilal Oswal
https://www.moneycontrol.com/news/business/earnings/tata-steel-consolidated-december-2024-net-sales-at-rs-53-648-30-crore-down-3-01-y-o-y-12922712.html,"Tata Steel Consolidated December 2024 Net Sales at Rs 53,648.30 crore, down 3.01% Y-o-Y"
https://www.moneycontrol.com/news/business/moneycontrol-research/tata-steel-lower-realisation-a-headache-but-cheaper-inputs-come-to-the-rescue-12922196.html,"Tata Steel: Lower realisation a headache, but cheaper inputs come to the rescue"
https://www.moneycontrol.com/news/business/earnings/tata-steel-standalone-december-2024-net-sales-at-rs-32-760-45-crore-down-5-54-y-o-y-12920992.html,"Tata Steel Standalone December 2024 Net Sales at Rs 32,760.45 crore, down 5.54% Y-o-Y"
https://www.moneycontrol.com/news/videos/business/stocks/tata-steel-coal-india-kaynes-technology-bajaj-housing-finance-stocks-on-radar-12920954.html,"Tata Steel, Coal India , Kaynes Technology, Bajaj Housing Finance | Stocks on Radar"
https://www.moneycontrol.com/news/business/markets/tata-steel-s-q3-show-better-than-expected-despite-global-slowdown-jpmorgan-sets-rs-155-target-12920905.html,"Tata Steel's Q3 show 'better-than-expected' despite global slowdown, JPMorgan sets Rs 155 target; stock rises"
https://www.moneycontrol.com/news/business/markets/stocks-to-watch-today-tata-steel-coal-india-greaves-cotton-wipro-bajaj-housing-federal-bank-360-one-wam-igl-kaynes-in-focus-on-28-january-12920846.html,"Stocks to Watch Today: Tata Steel, Coal India, Greaves Cotton, Wipro, Bajaj Housing, Federal Bank, 360 ONE WAM, IGL, Kaynes in focus on 28 January"
https://www.moneycontrol.com/news/business/earnings/tata-steel-q3-net-profit-falls-43-to-rs-295-crore-but-beats-estimates-12920709.html,"Tata Steel Q3: Net profit falls 43% to Rs 295 crore, but beats estimates; India volumes increase"
https://www.moneycontrol.com/news/business/earnings/q3-results-2025-live-tata-steel-coal-india-adani-wilmar-among-78-companies-announcing-q3-results-today-liveblog-12919947.html,"Q3 Results 2025 Highlights: Tata Steel beats estimates with Rs 295 crore profit, Coal India's net profit drops 17%"
https://www.moneycontrol.com/news/business/markets/metal-stocks-plunge-up-to-7-amid-concerns-over-delayed-us-fed-rate-cut-12909531.html,Metal stocks plunge up to 7% amid prospects of fewer rate cuts by Fed
https://www.moneycontrol.com/news/business/india-inc-s-overseas-investment-surged-50-to-32-5-billion-in-2024-12908712.html,India Inc&rsquo;s overseas investment surged 50% to $32.5 billion in 2024
https://www.moneycontrol.com/news/business/how-rising-chinese-import-is-eating-into-the-covid-cash-pile-of-tata-steel-and-jsw-steel-12907334.html,Tata Steel and JSW Steel are rapidly losing their COVID-era cash pile. Here&rsquo;s why
https://www.moneycontrol.com/news/business/stocks/tata-steel-shares-trade-marginally-lower-post-december-quarter-business-update-12905775.html,Tata Steel shares trade marginally lower post-December quarter business update
https://www.moneycontrol.com/news/business/markets/stocks-to-watch-today-ola-electric-orissa-minerals-sobha-rvnl-wpil-exicom-tele-tata-technologies-signature-global-in-focus-on-8-january-12905335.html,"Stocks to Watch Today: Ola Electric, Orissa Minerals, Sobha, RVNL, WPIL, Exicom Tele, Tata Technologies, Signature Global in focus on 8 January"
https://www.moneycontrol.com/news/business/global-steel-sector-struggling-to-generate-profits-demand-increasing-in-india-tata-steel-ceo-12901715.html,"Global steel sector struggling to generate profits, demand increasing in India: Tata Steel CEO"
https://www.moneycontrol.com/news/business/tata-steel-shareholders-may-see-further-pain-as-possible-5-billion-expense-looms-in-netherlands-12900103.html,Tata Steel shareholders may see further pain as possible $5-billion expense looms in Netherlands
https://www.moneycontrol.com/news/business/markets/metal-stocks-climb-on-hopes-of-safeguard-duty-on-steel-imports-hindalco-jsw-steel-tata-steel-gain-1-2-12895653.html,"Metal stocks climb on hopes of safeguard duty on steel imports; Hindalco, JSW Steel, Tata Steel gain 2-3.5%"
https://www.moneycontrol.com/news/business/markets/steel-imports-may-get-costlier-soon-as-dgtr-begins-investigation-industry-seeks-safeguard-duty-citing-dumping-12894920.html,"Steel imports may get costlier soon as DGTR begins investigation, industry seeks safeguard duty citing dumping"
https://www.moneycontrol.com/news/business/companies/tata-steel-netherlands-faces-new-penalty-of-almost-euro-27-million-over-emissions-12894866.html,Tata Steel Netherlands faces penalty of almost Euro 27 million over emissions
https://www.moneycontrol.com/news/business/markets/steel-stocks-off-lows-after-minister-says-centre-considering-safeguard-duty-on-imports-12888517.html,Steel stocks off lows after minister says Centre considering safeguard duty on imports
https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-tata-motors-affle-india-kaynes-technology-ashoka-buildcon-adf-foods-and-others-on-tuesday-12881497.html,"Trade Spotlight: How should you trade Tata Motors, Affle India, Kaynes Technology, Ashoka Buildcon, ADF Foods, and others on Tuesday?"
https://www.moneycontrol.com/news/business/companies/india-inc-raises-concerns-about-growth-wages-and-demand-12878786.html,"India Inc raises concerns about growth, wages and demand"
https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-igl-tata-steel-fortis-healthcare-uno-minda-supriya-lifescience-nalco-and-others-on-thursday-12871827.html,"Trade Spotlight: How should you trade IGL, Tata Steel, Fortis Healthcare, Uno Minda, Supriya Lifescience, NALCO, and others on Thursday?"
https://www.moneycontrol.com/news/business/stocks/accumulate-tata-steel-target-of-rs-161-prabhudas-lilladher-12862972.html,Accumulate Tata Steel target of Rs 161 Prabhudas Lilladher
https://www.moneycontrol.com/news/business/neutral-tata-steel-target-of-rs-160-motilal-oswal-12861847.html,Neutral Tata Steel; target of Rs 160: Motilal Oswal
https://www.moneycontrol.com/news/business/earnings/tata-steel-lower-realisation-hurts-challenges-to-persist-12861083.html,"Tata Steel: Lower realisation hurts, challenges to persist"
https://www.moneycontrol.com/news/business/earnings/no-major-capex-for-tata-steels-dutch-unit-in-next-12-months-says-cfo-12860494.html,"No major capex for Tata Steel's Dutch unit in next 12 months, says CFO"
https://www.moneycontrol.com/news/business/earnings/tata-steel-consolidated-september-2024-net-sales-at-rs-53904-71-crore-down-3-19-y-o-y-12860213.html,"Tata Steel Consolidated September 2024 Net Sales at Rs 53,904.71 crore, down 3.19% Y-o-Y"
https://www.moneycontrol.com/news/videos/business/markets/tata-steel-apollo-hospitals-power-grid-gujarat-gas-stocks-on-radar-12859970.html,"Tata Steel, Apollo Hospitals, Power Grid &amp;amp; Gujarat Gas | Stocks on Radar"
https://www.moneycontrol.com/news/business/earnings/tata-steel-standalone-september-2024-net-sales-at-rs-32399-48-crore-down-2-48-y-o-y-12860003.html,"Tata Steel Standalone September 2024 Net Sales at Rs 32,399.48 crore, down 2.48% Y-o-Y"
https://www.moneycontrol.com/news/business/markets/tata-steel-shares-in-focus-as-q2-net-profit-swings-into-black-brokerages-see-17-upside-12859941.html,"Tata Steel shares in green Q2 net profit swings into black, brokerages see 17% upside"
https://www.moneycontrol.com/news/business/markets/stock-radar-tata-steel-apollo-hospitals-power-grid-polycab-india-wockhardt-avalon-tech-delta-corp-in-focus-on-thursday-12859870.html,"Stock Radar: Tata Steel, Apollo Hospitals, Power Grid, Polycab India, Wockhardt, Avalon Tech, Delta Corp in focus on Thursday"
https://www.moneycontrol.com/news/business/earnings/tata-steel-back-in-the-black-in-q2-with-rs-759-crore-net-profit-12859663.html,"Tata Steel back in the black in Q2 with Rs 759-crore net profit, but revenue falls on weak India ops"
https://www.moneycontrol.com/news/business/tata-steel-signs-contract-with-tenova-for-electric-arc-furnace-at-port-talbot-plant-12845256.html,Tata Steel signs contract with Tenova for electric arc furnace at Port Talbot plant
https://www.moneycontrol.com/news/business/earnings/tata-steel-q2-pat-may-dip-31-4-yoy-to-rs-320-cr-pl-capital-12840226.html,Tata Steel Q2 PAT may dip 31.4% YoY to Rs. 320 cr: PL Capital
https://www.moneycontrol.com/news/business/markets/kotak-downgrades-tata-steel-to-sell-slashes-target-price-on-valuation-concerns-12839504.html,"Kotak downgrades Tata Steel to 'Sell', slashes target price on valuation concerns"
https://www.moneycontrol.com/news/videos/business/ratan-tata-emeritus-chairman-of-tata-sons-tata-industries-tata-motors-tata-steels-passed-away-12839192.html,"Ratan Tata, Emeritus Chairman of Tata Sons, Tata Industries, Tata Motors &amp;amp; Tata Steels passed away"
https://www.moneycontrol.com/news/photos/business/markets/gainers-losers-stocks-and-sectors-that-moved-the-most-on-october-8-12838071.html,Gainers &amp;amp; losers: Stocks and sectors that moved the most on October 8
https://www.moneycontrol.com/news/business/companies/thyssenkrupp-loses-legal-fight-against-eu-antitrust-veto-of-tata-steel-jv-12835518.html,ThyssenKrupp loses legal fight against EU antitrust veto of Tata Steel JV
https://www.moneycontrol.com/news/business/markets/brokerages-see-indian-steelmakers-in-a-sweet-spot-jsw-steel-tata-steel-jspl-surge-1-3-12834462.html,"Brokerages see Indian steelmakers in a sweet spot; JSW Steel, Tata Steel, JSPL surge 1-3%"
https://www.moneycontrol.com/news/companies-2/tata-steel-ends-legacy-steelmaking-at-uks-largest-steelworks-12832888.html,Tata Steel ends 'legacy steelmaking' at UK's largest steelworks
https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-tata-steel-polycab-chambal-fertilisers-canara-bank-vedanta-and-others-on-monday-12831572.html,"Trade Spotlight: How should you trade Tata Steel, Polycab, Chambal Fertilisers, Canara Bank, Vedanta and others on Monday?"
https://www.moneycontrol.com/news/business/markets/metal-stocks-surge-upto-5-as-china-announced-fresh-stimulus-to-bolster-economy-12828313.html,Metal stocks surge upto 5% as China announces fresh stimulus to bolster economy
https://www.moneycontrol.com/news/business/markets/stock-radar-dr-reddys-mankind-adani-total-gas-aarti-drugs-bhel-hfcl-vodafone-in-focus-on-monday-12827369.html,"Stock Radar: Dr Reddys, Mankind, Adani Total Gas, Aarti Drugs, BHEL, HFCL, Vodafone in focus on Monday"
https://www.moneycontrol.com/news/business/tata-steel-more-than-doubles-odisha-plant-capacity-12826424.html,"Tata Steel more than doubles Odisha plant capacity at Rs 27,000 crore investment"
https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-tata-steel-indusind-bank-jk-paper-jubilant-ingrevia-and-others-on-tuesday-12823231.html,"Trade Spotlight: How should you trade Tata Steel, IndusInd Bank, JK Paper, Jubilant Ingrevia and others on Tuesday?"
https://www.moneycontrol.com/news/business/china-steel-exports-a-problem-tata-steel-tv-narendran-12820388.html,"China's steel industry in bad shape, their exports a problem to us: Tata Steel's TV Narendran"
https://www.moneycontrol.com/news/business/brokerage-radar-mgl-iex-kalyan-jewellers-and-chola-investment-see-target-price-upgrades-12819966.html,"Brokerage Radar: MGL, IEX, Kalyan Jewellers, and Chola Investment see target price upgrades"
https://www.moneycontrol.com/news/business/markets/tata-steels-500-million-grant-from-uk-govt-a-positive-await-clarity-on-employee-impact-morgan-stanley-12819964.html,"Tata Steel's &pound;500 million grant from UK govt a positive, await clarity on employee impact: Morgan Stanley"
https://www.moneycontrol.com/news/business/tata-steel-reaches-deal-with-uk-govt-over-500-million-grant-funding-12819790.html,Tata Steel reaches deal with UK govt over &pound;500 million grant funding
https://www.moneycontrol.com/news/business/companies/uk-to-provide-654-million-for-tatas-port-talbot-steel-plant-12819555.html,UK to provide $654 million for Tata&rsquo;s Port Talbot steel plant
https://www.moneycontrol.com/news/business/markets/analyst-call-tracker-aug-2024-why-downgrades-have-pile-up-for-tata-steel-titan-tata-motors-over-the-past-year-12817603.html,"Analyst Call Tracker Aug 2024: Why downgrades have piled up for Tata Steel, Titan, Tata Motors over the past year"
https://www.moneycontrol.com/news/business/markets/stock-radar-cdsl-iti-jai-corp-spicejet-amber-enterprises-firstcry-in-focus-on-friday-12810213.html,"Stock Radar: CDSL, ITI, Jai Corp, SpiceJet, Amber Enterprises, Firstcry in focus on Friday"
https://www.moneycontrol.com/news/business/markets/stock-radar-reliance-industries-vedanta-paytm-kec-international-indigo-pb-fintech-in-focus-on-thursday-12809378.html,"Stock Radar: Reliance Industries, Vedanta, Paytm, KEC International, IndiGo, PB Fintech in focus on Thursday"
https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-hul-itc-titan-tatva-chintan-shriram-pistons-and-others-on-tuesday-12807314.html,"Trade Spotlight: How should you trade HUL, ITC, Titan, Tatva Chintan, Shriram Pistons, and others on Tuesday?"
https://www.moneycontrol.com/news/business/sp-raises-rating-outlook-on-tata-group-companies-on-hopes-of-higher-support-from-parent-12802198.html,"S&amp;amp;P raises rating, outlook on Tata Group companies on hopes of higher support from parent"
https://www.moneycontrol.com/news/business/markets/sc-ruling-on-royalty-negative-for-mining-companies-but-impact-on-profitability-likely-to-be-limited-report-12798177.html,"SC ruling on royalty negative for mining companies, but impact on profitability likely to be limited: Report"
https://www.moneycontrol.com/news/business/markets/stock-radar-ola-electric-hindustan-zinc-power-mech-projects-knr-constructions-glenmark-pharma-in-focus-on-friday-12797794.html,"Stock Radar: Ola Electric, Hindustan Zinc, Power Mech Projects, KNR Constructions, Glenmark Pharma in focus on Friday"
https://www.moneycontrol.com/news/business/new-mining-tax-could-influence-metal-prices-consumer-costs-psus-to-feel-the-pinch-12796794.html,"New mining tax could influence metal prices, consumer costs, PSUs to feel the pinch"
https://www.moneycontrol.com/news/business/markets/mining-stocks-fall-after-supreme-court-allows-states-to-levy-tax-collect-past-dues-12796321.html,"Metal, mining stocks fall up to 5% after SC allows states to collect past tax; Tata Steel, NMDC, Vedanta hit"
https://www.moneycontrol.com/news/business/buy-tata-steel-target-of-rs-200-icici-securities-12786643.html,Buy Tata Steel; target of Rs 200: ICICI Securities
https://www.moneycontrol.com/news/business/stocks/accumulate-tata-steel-target-of-rs-175-prabhudas-lilladher-12785377.html,Accumulate Tata Steel; target of Rs 175: Prabhudas Lilladher
https://www.moneycontrol.com/news/business/earnings/tata-steel-uninspiring-q1-fy25-prompts-revision-of-risk-reward-opportunity-12785145.html,Tata Steel: Uninspiring Q1 FY25 prompts revision of risk-reward opportunity
https://www.moneycontrol.com/news/business/1700-tata-steel-uk-employees-have-opted-for-voluntary-redundancy-scheme-says-md-12784800.html,"1,700 Tata Steel UK employees have opted for voluntary redundancy scheme, says MD"
https://www.moneycontrol.com/news/business/earnings/tata-steel-expects-netherlands-govt-support-package-to-be-larger-than-uks-says-md-narendran-12784698.html,"Tata Steel expects Netherlands govt support package to be larger than UK's, says MD Narendran"
https://www.moneycontrol.com/news/business/tata-steel-boss-narendran-flags-concerns-on-chinese-imports-warns-of-impact-on-the-industrys-capex-12784720.html,"Tata Steel boss Narendran flags concerns on Chinese imports, warns of impact on the industry's capex"
https://www.moneycontrol.com/news/business/tata-steel-chief-expects-mmdr-act-amendments-to-address-minerals-tax-issue-12784657.html,Tata Steel chief expects MMDR Act amendments to address minerals tax issue
https://www.moneycontrol.com/news/business/earnings/state-power-to-levy-additional-cess-may-raise-operational-costs-says-tata-steel-12784439.html,"State power to levy additional cess may raise operational costs, says Tata Steel"
https://www.moneycontrol.com/news/business/markets/tata-steel-stock-falls-3-after-q1-earnings-disappoint-street-12784388.html,Tata Steel stock falls 3% after Q1 earnings disappoint Street
https://www.moneycontrol.com/news/business/earnings/tata-steel-netherlands-debt-free-tv-narendran-12784371.html,"Tata Steel Netherlands aims to turn debt free in 12-18 months, says MD Narendran"
https://www.moneycontrol.com/news/business/earnings/tata-steel-consolidated-june-2024-net-sales-at-rs-54771-39-crore-down-7-93-y-o-y-12784152.html,"Tata Steel Consolidated June 2024 Net Sales at Rs 54,771.39 crore, down 7.93% Y-o-Y"
https://www.moneycontrol.com/news/business/earnings/tata-steel-standalone-june-2024-net-sales-at-rs-32959-66-crore-up-1-91-y-o-y-12783964.html,"Tata Steel Standalone June 2024 Net Sales at Rs 32,959.66 crore, up 1.91% Y-o-Y"
https://www.moneycontrol.com/news/business/earnings/tata-steel-q1-results-here-are-the-key-highlights-12783634.html,Tata Steel Q1 results: Here are the key highlights
https://www.moneycontrol.com/news/business/earnings/tata-steel-might-need-to-pay-over-rs-17000-cr-to-odisha-govt-as-minerals-tax-12783586.html,"Tata Steel may need to pay over Rs 17,000 cr to Odisha govt as minerals tax"
https://www.moneycontrol.com/news/business/earnings/tata-steel-q1-results-net-profit-rises-75-to-rs-919-crore-12782969.html,"Tata Steel Q1: Net profit rises 51% to Rs 960 crore, misses estimates; recovery in Netherlands negated by India and UK struggles"
https://www.moneycontrol.com/news/business/companies/tata-steel-acquires-557-crore-equity-shares-in-singapore-based-arm-tshp-for-875-million-12781572.html,Tata Steel acquires 557 crore equity shares in Singapore-based arm TSHP for  $875 million
https://www.moneycontrol.com/news/business/budget/budget-2024-trading-strategy-trade-set-up-for-budget-sensitive-stocks-what-to-watch-key-levels-12775301.html,"Budget 2024 Trading Strategy: Trade Set Up for Budget-sensitive stocks. What to watch, key levels"
https://www.moneycontrol.com/news/business/earnings/tata-steel-q1-pat-seen-up-37-7-yoy-to-rs-870-cr-prabhudas-lilladher-12770130.html,Tata Steel Q1 PAT seen up 37.7% YoY to Rs. 870 cr: Prabhudas Lilladher
https://www.moneycontrol.com/news/business/tata-steel-says-no-change-in-uk-strategy-despite-new-government-12769719.html,Tata Steel says no change in UK strategy despite new government
https://www.moneycontrol.com/news/business/fitch-ratings-revises-outlook-on-tata-steel-to-negative-amid-uncertainty-surrounding-uk-biz-12768052.html,Fitch Ratings revises outlook on Tata Steel to negative amid uncertainty surrounding UK biz
https://www.moneycontrol.com/news/world/britain-prioritising-jobs-in-tata-steel-talks-minister-12763868.html,Britain prioritising jobs in Tata Steel talks: Minister
https://www.moneycontrol.com/news/business/markets/analyst-call-tracker-tata-steel-sees-most-downgrades-in-a-year-as-china-imports-rise-steel-spreads-fall-profit-sinks-12763630.html,"Analyst Call Tracker | Tata Steel sees most downgrades in a year as China imports rise, steel spreads fall, profit sinks"
https://www.moneycontrol.com/news/business/markets/stock-radar-bajaj-finance-bandhan-bank-brigade-ge-td-suryoday-sfb-in-focus-on-thursday-12761820.html,"Stock Radar: Bajaj Finance, Bandhan Bank, Brigade, GE T&amp;amp;D, Suryoday SFB in focus on Thursday"
https://www.moneycontrol.com/news/companies-2/tata-steel-launches-legal-action-against-uk-union-over-strike-call-12758305.html,Tata Steel launches legal action against UK union over strike call
https://www.moneycontrol.com/news/business/gender-minorities-marginalised-groups-to-comprise-25-of-tata-steel-workforce-official-12756513.html,"Gender minorities, marginalised groups to comprise 25% of Tata Steel workforce: Official"
https://www.moneycontrol.com/news/business/companies/tata-steel-workers-in-uk-to-begin-indefinite-strike-next-month-12753930.html,Tata Steel workers in UK to begin indefinite strike next month
https://www.moneycontrol.com/news/business/companies/sp-issues-credit-rating-for-six-tata-group-companies-including-tata-motors-tata-steel-tata-power-12749042.html,"S&amp;amp;P issues credit rating for six Tata Group companies, including Tata Motors, Tata Steel, Tata Power"
https://www.moneycontrol.com/news/business/earnings/tata-steel-consolidated-march-2024-net-sales-at-rs-58687-31-crore-down-6-79-y-o-y-12747668.html,"Tata Steel Consolidated March 2024 Net Sales at Rs 58,687.31 crore, down 6.79% Y-o-Y"
https://www.moneycontrol.com/news/business/tata-steel-port-talbot-labour-party-seeks-talks-12745807.html,Tata Steel refutes any back-tracking on Port Talbot closure despite Labour party seeking renewed talks
